date,expiration,strike,type,bid,ask,mark,last,volume,open_interest,implied_volatility,delta,dte,spot
2020-03-16,2020-03-16,232.0,put,0.01,0.03,0.02,0.03,11164,1756,0.2978,-0.01605,0,239.85
2020-03-16,2020-03-16,233.0,call,10.23,10.68,10.46,17.27,6,221,1.31241,0.67589,0,239.85
2020-03-16,2020-03-16,233.0,put,0.02,0.03,0.03,0.03,10059,1763,0.27829,-0.02291,0,239.85
2020-03-16,2020-03-16,234.0,call,9.31,9.71,9.51,14.42,146,205,1.24412,0.65978,0,239.85
2020-03-16,2020-03-16,234.0,put,0.03,0.04,0.04,0.04,5299,1281,0.25877,-0.0336,0,239.85
2020-03-16,2020-03-16,235.0,call,8.29,8.73,8.51,9.9,444,130,1.16607,0.64257,0,239.85
2020-03-16,2020-03-16,235.0,put,0.05,0.08,0.07,0.06,38680,3547,0.23926,-0.05071,0,239.85
2020-03-16,2020-03-16,236.0,call,7.33,7.73,7.53,7.28,307,79,1.08802,0.62276,0,239.85
2020-03-16,2020-03-16,236.0,put,0.09,0.13,0.11,0.11,11468,1047,0.22951,-0.08793,0,239.85
2020-03-16,2020-03-16,237.0,call,6.36,6.75,6.55,4.7,141,110,1.00022,0.6005,0,239.85
2020-03-16,2020-03-16,237.0,put,0.12,0.15,0.14,0.2,15442,1788,0.19048,-0.11418,0,239.85
2020-03-16,2020-03-16,238.0,call,5.56,5.96,5.76,4.53,2358,268,0.9612,0.57111,0,239.85
2020-03-16,2020-03-16,238.0,put,0.18,0.27,0.23,0.2,12844,1654,0.17097,-0.19202,0,239.85
2020-03-16,2020-03-16,239.0,call,4.61,4.89,4.75,4.62,2952,187,0.86364,0.54034,0,239.85
2020-03-16,2020-03-16,239.0,put,0.3,0.35,0.32,0.3,19913,1830,0.13195,-0.30206,0,239.85
2020-03-16,2020-03-16,240.0,call,3.64,4.0,3.82,3.95,5755,210,0.77583,0.50203,0,239.85
2020-03-16,2020-03-16,240.0,put,0.38,0.5,0.44,0.41,138588,7970,0.07341,-0.56316,0,239.85
2020-03-16,2020-03-16,241.0,call,2.96,3.27,3.12,3.16,4555,137,0.72706,0.4576,0,239.85
2020-03-16,2020-03-16,241.0,put,0.62,0.7,0.66,0.62,11231,2715,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,242.0,call,2.3,2.5,2.4,2.48,4146,183,0.66852,0.4062,0,239.85
2020-03-16,2020-03-16,242.0,put,0.81,1.01,0.91,0.9,62947,2170,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,243.0,call,1.95,1.96,1.96,1.95,3718,124,0.65876,0.35906,0,239.85
2020-03-16,2020-03-16,243.0,put,1.31,1.4,1.35,1.32,47125,1391,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,244.0,call,1.19,1.39,1.29,1.25,6293,458,0.57096,0.28814,0,239.85
2020-03-16,2020-03-16,244.0,put,1.71,1.9,1.8,1.76,22097,1433,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,245.0,call,0.84,1.04,0.94,0.88,17793,627,0.55145,0.23535,0,239.85
2020-03-16,2020-03-16,245.0,put,2.21,2.55,2.38,2.36,142781,8149,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,246.0,call,0.61,0.77,0.69,0.72,8026,607,0.54169,0.18983,0,239.85
2020-03-16,2020-03-16,246.0,put,3.16,3.45,3.31,3.5,20108,4197,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,247.0,call,0.43,0.5,0.46,0.5,11472,925,0.51243,0.13973,0,239.85
2020-03-16,2020-03-16,247.0,put,3.88,4.2,4.04,4.0,17912,4452,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,248.0,call,0.3,0.4,0.35,0.38,11306,442,0.52218,0.1134,0,239.85
2020-03-16,2020-03-16,248.0,put,4.83,5.15,4.99,5.1,17453,3401,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,249.0,call,0.27,0.3,0.29,0.27,12850,592,0.53194,0.09168,0,239.85
2020-03-16,2020-03-16,249.0,put,5.61,5.99,5.8,5.92,10516,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,250.0,call,0.16,0.18,0.17,0.15,63547,932,0.51243,0.06281,0,239.85
2020-03-16,2020-03-16,250.0,put,6.51,6.94,6.72,6.57,93657,16731,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,251.0,call,0.09,0.14,0.12,0.09,11844,1026,0.51243,0.04643,0,239.85
2020-03-16,2020-03-16,251.0,put,7.48,7.88,7.68,7.83,10316,2120,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,252.0,call,0.06,0.09,0.07,0.07,15809,1286,0.49292,0.02858,0,239.85
2020-03-16,2020-03-16,252.0,put,8.44,8.83,8.63,8.51,7097,2557,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,253.0,call,0.04,0.08,0.06,0.04,21242,1734,0.51243,0.02406,0,239.85
2020-03-16,2020-03-16,253.0,put,9.36,9.75,9.55,10.63,11206,6843,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,254.0,call,0.02,0.03,0.03,0.02,16776,1303,0.49292,0.0136,0,239.85
2020-03-16,2020-03-16,254.0,put,10.36,10.82,10.59,11.04,6193,4685,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,255.0,put,11.34,11.82,11.58,12.31,22883,7795,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,256.0,call,0.01,0.02,0.01,0.01,12759,1956,0.48316,0.00518,0,239.85
2020-03-16,2020-03-16,256.0,put,12.37,12.86,12.61,16.88,2620,4520,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,257.0,put,13.28,13.74,13.51,14.68,6321,2547,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,258.0,put,14.31,14.79,14.55,15.36,4122,3352,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,259.0,put,15.32,15.78,15.55,15.81,3128,9447,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,260.0,put,16.29,16.78,16.54,17.99,12850,8644,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,261.0,put,17.27,17.72,17.49,21.7,3727,1466,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,262.0,call,0.01,0.02,0.01,0.01,9603,1684,0.6295,0.00386,0,239.85
2020-03-16,2020-03-16,262.0,put,18.31,18.8,18.55,19.09,747,2522,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,263.0,put,19.35,19.81,19.58,19.25,591,1677,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,264.0,put,20.27,20.74,20.5,22.22,317,2022,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,265.0,put,21.25,21.73,21.49,23.86,5033,13894,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,266.0,put,22.29,22.76,22.52,25.55,2702,2520,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,267.0,put,23.27,23.74,23.5,24.69,359,928,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,268.0,put,24.18,24.88,24.53,27.5,638,1081,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,269.0,put,25.22,25.76,25.49,27.6,393,1515,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,270.0,put,26.22,26.81,26.52,27.77,1770,6778,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,271.0,put,27.27,27.78,27.52,31.7,98,822,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,272.0,put,28.23,28.85,28.54,32.43,129,1885,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,273.0,put,29.13,29.86,29.49,33.33,179,910,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,274.0,put,30.07,30.86,30.46,31.86,1129,5825,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,275.0,put,31.19,31.93,31.56,33.25,906,10853,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,276.0,put,32.06,32.85,32.45,33.74,240,2394,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,277.0,put,33.05,33.84,33.45,37.8,115,2426,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,278.0,put,34.05,34.84,34.45,35.45,140,1188,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,279.0,put,35.1,35.89,35.5,34.13,157,1689,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,280.0,put,36.43,36.84,36.64,36.39,597,5940,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,281.0,put,37.07,37.84,37.45,38.44,117,2248,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,282.0,put,38.11,38.86,38.48,39.56,110,1270,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,283.0,put,39.05,39.84,39.45,38.11,70,2084,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,284.0,put,40.05,40.84,40.45,43.48,23,1801,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,285.0,put,41.11,41.84,41.48,45.82,185,7315,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,286.0,put,42.08,42.87,42.47,44.6,23,1054,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,287.0,put,43.09,43.88,43.48,40.45,5,703,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,288.0,put,44.08,44.87,44.47,39.67,16,726,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,289.0,put,45.1,45.89,45.5,42.03,12,1359,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,290.0,put,46.38,46.88,46.63,50.23,431,3931,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,291.0,put,47.06,47.85,47.45,47.95,120,1385,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,292.0,put,48.09,48.88,48.48,46.5,162,1228,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,293.0,put,49.13,49.89,49.51,50.66,1115,2403,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,294.0,put,50.08,50.87,50.47,45.88,43,1338,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,295.0,put,51.12,51.85,51.48,45.32,1061,4124,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,296.0,put,52.09,52.88,52.48,48.25,7,829,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,297.0,put,53.09,53.88,53.48,54.5,40,567,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,298.0,put,54.11,54.88,54.5,40.59,0,849,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,299.0,put,55.08,55.87,55.47,52.75,1,715,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,300.0,put,56.14,56.87,56.5,60.8,193,1974,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,301.0,put,57.09,57.88,57.48,59.0,13,1800,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,302.0,put,58.11,58.87,58.49,56.0,10,1683,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,303.0,put,59.1,59.87,59.48,49.43,1020,1838,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,304.0,put,60.15,60.89,60.52,56.48,7,1454,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,305.0,put,61.15,61.88,61.52,49.26,120,1532,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,306.0,put,62.1,62.84,62.47,67.0,254,1790,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,307.0,put,63.13,63.87,63.5,55.96,100,1854,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,308.0,put,64.16,64.88,64.52,60.45,100,1533,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,309.0,put,65.14,65.88,65.51,58.78,5,1127,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,310.0,put,66.15,66.88,66.52,65.8,311,1833,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,311.0,put,67.14,67.88,67.51,57.47,3,1416,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,312.0,put,68.14,68.87,68.5,64.41,18,786,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,313.0,put,69.14,69.88,69.51,64.97,381,1099,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,314.0,put,70.14,70.88,70.51,63.0,362,739,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,315.0,put,71.14,71.87,71.5,75.18,29,1292,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,316.0,put,72.14,72.88,72.51,65.0,11,662,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,317.0,put,73.13,73.87,73.5,70.9,1,657,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,318.0,put,74.14,74.87,74.5,77.0,4,2203,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,319.0,put,75.14,75.87,75.5,76.87,4,446,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,320.0,put,76.14,76.88,76.51,71.7,142,1334,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,321.0,put,77.14,77.87,77.5,73.78,13,408,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,322.0,put,78.14,78.88,78.51,70.43,11,348,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,323.0,put,79.14,79.88,79.51,79.66,2,1125,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,324.0,put,80.16,80.88,80.52,76.16,6,1344,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,325.0,put,81.15,81.88,81.52,76.6,2,2457,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,326.0,put,82.15,82.88,82.52,40.25,0,1393,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,327.0,put,83.15,83.88,83.52,76.29,51,1198,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,328.0,put,84.15,84.88,84.52,84.84,2,951,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,329.0,put,85.14,85.88,85.51,80.7,2,778,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,330.0,put,86.15,86.88,86.52,74.48,3,1380,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,331.0,put,87.14,87.87,87.5,37.11,0,488,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,332.0,put,88.14,88.87,88.5,79.93,21,484,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,333.0,put,89.14,89.88,89.51,86.65,0,1176,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,334.0,put,90.14,90.87,90.5,90.66,12,617,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,335.0,put,91.14,91.87,91.5,82.45,1,566,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,336.0,put,92.14,92.87,92.5,87.07,0,675,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,337.0,put,93.14,93.87,93.5,81.5,1,352,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,338.0,put,94.14,94.87,94.5,85.47,1,452,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,339.0,put,95.14,95.87,95.5,26.22,0,170,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,340.0,put,96.14,96.87,96.5,84.72,0,11,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,341.0,put,97.14,97.87,97.5,28.55,0,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,342.0,put,98.14,98.87,98.5,28.33,0,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,343.0,put,99.14,99.87,99.5,90.93,1,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,344.0,put,100.14,100.87,100.5,18.9,0,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,345.0,put,101.14,101.87,101.5,28.66,0,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,346.0,put,102.14,102.87,102.5,10.03,0,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,347.0,put,103.14,103.87,103.5,0.0,0,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,348.0,put,104.14,104.87,104.5,14.45,0,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,349.0,put,105.14,105.87,105.5,12.99,0,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,350.0,put,106.14,106.87,106.5,24.25,0,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,351.0,put,107.14,107.87,107.5,0.0,0,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,352.0,put,108.14,108.87,108.5,0.0,0,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,353.0,put,109.14,109.87,109.5,0.0,0,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,354.0,put,110.14,110.87,110.5,0.0,0,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,355.0,put,111.14,111.87,111.5,0.0,0,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,356.0,put,112.14,112.87,112.5,104.32,5,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,357.0,put,113.14,113.87,113.5,110.64,0,21,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,358.0,put,114.14,114.87,114.5,107.29,49,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,359.0,put,115.14,115.87,115.5,108.29,49,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,360.0,put,116.14,116.87,116.5,108.32,7,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,361.0,put,117.14,117.87,117.5,0.0,0,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,362.0,put,118.14,118.87,118.5,110.1,7,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,363.0,put,119.14,119.87,119.5,112.29,155,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,364.0,put,120.14,120.87,120.5,90.0,0,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,365.0,put,121.14,121.87,121.5,118.64,0,21,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,366.0,put,122.14,122.87,122.5,120.94,99,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,367.0,put,123.14,123.87,123.5,121.94,99,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,368.0,put,124.14,124.87,124.5,122.94,99,21,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,369.0,put,125.14,125.87,125.5,126.1,221,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,370.0,put,126.14,126.87,126.5,118.77,105,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-16,371.0,put,127.14,127.87,127.5,119.77,207,0,0.01488,-1.0,0,239.85
2020-03-16,2020-03-18,175.0,call,67.87,69.17,68.52,70.0,15,0,3.77088,0.89777,2,239.85
2020-03-16,2020-03-18,175.0,put,0.14,0.15,0.15,0.15,6568,0,1.94654,-0.01191,2,239.85
2020-03-16,2020-03-18,180.0,call,63.19,63.99,63.59,0.0,0,0,3.53674,0.89017,2,239.85
2020-03-16,2020-03-18,180.0,put,0.2,0.22,0.21,0.22,4216,0,1.888,-0.01684,2,239.85
2020-03-16,2020-03-18,185.0,call,58.48,59.11,58.8,61.1,2,0,3.35138,0.87915,2,239.85
2020-03-16,2020-03-18,185.0,put,0.32,0.38,0.35,0.36,3889,0,1.87825,-0.02636,2,239.85
2020-03-16,2020-03-18,190.0,call,53.74,54.17,53.95,58.31,98,50,3.13675,0.86856,2,239.85
2020-03-16,2020-03-18,190.0,put,0.47,0.52,0.49,0.52,10954,4395,1.81971,-0.03616,2,239.85
2020-03-16,2020-03-18,195.0,call,48.84,49.41,49.12,65.92,0,149,2.93188,0.85598,2,239.85
2020-03-16,2020-03-18,195.0,put,0.7,0.79,0.74,0.83,3426,1525,1.8002,-0.05259,2,239.85
2020-03-16,2020-03-18,200.0,call,43.99,44.79,44.39,43.91,18,49,2.75627,0.83955,2,239.85
2020-03-16,2020-03-18,200.0,put,1.06,1.1,1.08,1.09,13309,2409,1.77093,-0.07329,2,239.85
2020-03-16,2020-03-18,205.0,call,39.69,40.26,39.97,39.62,2,15,2.62945,0.81701,2,239.85
2020-03-16,2020-03-18,205.0,put,1.41,1.49,1.45,1.42,4999,1474,1.7124,-0.09644,2,239.85
2020-03-16,2020-03-18,210.0,call,35.17,35.72,35.45,32.41,7,13,2.47335,0.79319,2,239.85
2020-03-16,2020-03-18,210.0,put,1.93,2.0,1.96,1.96,12741,6281,1.66362,-0.12695,2,239.85
2020-03-16,2020-03-18,211.0,call,34.36,34.73,34.55,41.0,5,11,2.44409,0.78782,2,239.85
2020-03-16,2020-03-18,211.0,put,2.03,2.12,2.08,2.06,1464,3039,1.65386,-0.1339,2,239.85
2020-03-16,2020-03-18,212.0,call,33.34,34.06,33.7,38.6,2,2,2.41482,0.78229,2,239.85
2020-03-16,2020-03-18,212.0,put,2.14,2.24,2.19,2.72,1272,1702,1.63435,-0.13989,2,239.85
2020-03-16,2020-03-18,213.0,call,32.59,32.96,32.78,46.97,0,10,2.3758,0.77729,2,239.85
2020-03-16,2020-03-18,213.0,put,2.26,2.37,2.31,2.48,1814,1539,1.62459,-0.14744,2,239.85
2020-03-16,2020-03-18,214.0,call,31.66,32.13,31.9,35.42,20,0,2.34653,0.7714,2,239.85
2020-03-16,2020-03-18,214.0,put,2.38,2.51,2.44,2.53,2063,675,1.61484,-0.15532,2,239.85
2020-03-16,2020-03-18,215.0,call,30.83,31.26,31.05,28.16,331,198,2.32702,0.7646,2,239.85
2020-03-16,2020-03-18,215.0,put,2.5,2.65,2.58,2.55,7522,1651,1.59533,-0.16222,2,239.85
2020-03-16,2020-03-18,216.0,call,29.97,30.52,30.24,62.19,0,10,2.3075,0.75762,2,239.85
2020-03-16,2020-03-18,216.0,put,2.64,2.78,2.71,3.59,1763,1631,1.58557,-0.17076,2,239.85
2020-03-16,2020-03-18,217.0,call,29.12,29.57,29.34,32.02,23,10,2.26848,0.75183,2,239.85
2020-03-16,2020-03-18,217.0,put,2.78,2.92,2.85,2.73,2578,1816,1.56606,-0.17834,2,239.85
2020-03-16,2020-03-18,218.0,call,28.31,28.63,28.47,28.33,2,0,2.23921,0.74513,2,239.85
2020-03-16,2020-03-18,218.0,put,2.93,3.07,3.0,3.03,1851,723,1.5563,-0.18758,2,239.85
2020-03-16,2020-03-18,219.0,call,27.47,27.8,27.63,27.64,7,97,2.20995,0.7382,2,239.85
2020-03-16,2020-03-18,219.0,put,3.09,3.24,3.17,3.24,3262,601,1.54655,-0.19718,2,239.85
2020-03-16,2020-03-18,220.0,call,26.59,26.96,26.77,26.83,34,16,2.18068,0.73104,2,239.85
2020-03-16,2020-03-18,220.0,put,3.26,3.41,3.33,3.33,20330,7827,1.52704,-0.20586,2,239.85
2020-03-16,2020-03-18,221.0,call,25.78,26.13,25.95,25.1,196,12,2.15141,0.72364,2,239.85
2020-03-16,2020-03-18,221.0,put,3.43,3.6,3.52,3.63,1447,1461,1.51728,-0.21621,2,239.85
2020-03-16,2020-03-18,222.0,call,24.96,25.33,25.14,25.55,1,10,2.1319,0.71534,2,239.85
2020-03-16,2020-03-18,222.0,put,3.61,3.78,3.69,3.72,1684,1722,1.49777,-0.22569,2,239.85
2020-03-16,2020-03-18,223.0,call,24.15,24.52,24.34,21.3,54,23,2.10263,0.70744,2,239.85
2020-03-16,2020-03-18,223.0,put,3.81,3.98,3.9,3.98,895,972,1.48801,-0.23684,2,239.85
2020-03-16,2020-03-18,224.0,call,23.37,23.81,23.59,24.43,22,1,2.09288,0.69807,2,239.85
2020-03-16,2020-03-18,224.0,put,4.01,4.19,4.1,4.09,1732,571,1.47826,-0.24837,2,239.85
2020-03-16,2020-03-18,225.0,call,22.59,22.95,22.77,21.63,99,28,2.06361,0.68965,2,239.85
2020-03-16,2020-03-18,225.0,put,4.23,4.41,4.32,4.24,6427,2838,1.4685,-0.26029,2,239.85
2020-03-16,2020-03-18,226.0,call,21.81,22.2,22.0,23.06,19,131,2.03434,0.68095,2,239.85
2020-03-16,2020-03-18,226.0,put,4.45,4.64,4.54,4.97,2214,898,1.44899,-0.2715,2,239.85
2020-03-16,2020-03-18,227.0,call,21.05,21.43,21.24,20.62,22,264,2.01483,0.67143,2,239.85
2020-03-16,2020-03-18,227.0,put,4.69,4.9,4.79,4.86,2033,809,1.43923,-0.28425,2,239.85
2020-03-16,2020-03-18,228.0,call,20.3,20.69,20.5,19.5,69,261,1.99532,0.66166,2,239.85
2020-03-16,2020-03-18,228.0,put,4.94,5.14,5.04,5.66,1875,659,1.42948,-0.29741,2,239.85
2020-03-16,2020-03-18,229.0,call,19.57,19.96,19.77,17.66,290,205,1.97581,0.65163,2,239.85
2020-03-16,2020-03-18,229.0,put,5.19,5.42,5.3,5.26,2388,776,1.40997,-0.31,2,239.85
2020-03-16,2020-03-18,230.0,call,18.84,19.24,19.04,16.32,1015,455,1.95629,0.64135,2,239.85
