date,open,high,low,close,adjusted_close,volume
2012-08-10,140.04,140.89,139.81,140.84,111.281975083285,99737237
2012-08-13,140.6,140.84,140.04,140.77,111.22666595054,79352310
2012-08-14,141.29,141.38,140.37,140.79,111.242468559896,102210603
2012-08-15,140.64,141.19,140.55,140.95,111.368889434742,71012147
2012-08-16,141.15,142.16,140.8,141.99,112.190625121242,111977601
2012-08-17,142.23,142.3,141.86,142.18,112.340749910122,90784837
2012-08-20,141.98,142.22,141.59,142.19,112.348651214799,78199468
2012-08-21,142.54,143.09,141.45,141.76,112.008895113651,105399601
2012-08-22,141.4,142.05,141.07,141.82,112.056302941718,132950820
2012-08-23,141.47,141.48,140.44,140.66,111.139751599084,111378827
2012-08-24,140.31,141.83,140.22,141.51,111.811362496703,99416396
2012-08-27,141.89,142.08,141.34,141.54,111.835066410737,68716759
2012-08-28,141.18,141.84,140.97,141.4,111.724448145247,75623274
2012-08-29,141.52,141.89,141.12,141.51,111.811362496703,65396086
2012-08-30,140.9,140.94,140.19,140.49,111.00542941956,96477807
2012-08-31,141.29,141.82,140.36,141.16,111.534816832978,151904556
2012-09-04,141.04,141.46,140.13,141.03,111.432099872165,119620349
2012-09-05,141.09,141.47,140.63,140.91,111.337284216031,100482344
2012-09-06,141.76,143.78,141.75,143.77,113.597057353905,157982836
2012-09-07,144.01,144.39,143.88,144.33,114.039530415866,107218047
2012-09-10,144.19,144.44,143.46,143.51,113.39162343228,86274348
2012-09-11,143.6,144.37,143.56,143.91,113.707675619395,88581396
2012-09-12,144.39,144.55,143.9,144.39,114.086938243933,87596498
2012-09-13,144.37,147.04,143.99,146.59,115.825225273067,225243763
2012-09-14,146.88,148.11,146.76,147.24,116.33881007713,169672999
2012-09-17,146.94,147.19,146.37,146.74,115.943744843236,119136952
2012-09-18,146.49,146.81,146.25,146.62,115.848929187101,98293358
2012-09-19,146.79,147.17,146.41,146.7,115.912139624524,128175304
2012-09-20,146.03,146.79,145.63,146.71,115.920040929202,153893195
2012-09-21,146.64,146.67,145.81,145.87,115.872198529377,108585503
2012-09-24,145.15,145.98,145.04,145.65,115.697440980351,95622709
2012-09-25,145.96,146.24,144.06,144.1,114.466194612211,133060270
2012-09-26,144.07,144.11,142.95,143.29,113.822769090796,146283598
2012-09-27,143.89,144.97,143.51,144.64,114.895144959821,111654225
2012-09-28,144.09,144.56,143.46,143.97,114.362928787787,150664142
2012-10-01,144.52,145.69,144.01,144.35,114.664782736105,135858200
2012-10-02,144.92,145.15,143.83,144.5,114.783935610441,113346235
2012-10-03,144.89,145.43,144.13,145.09,115.25260358283,121026475
2012-10-04,145.64,146.34,145.44,146.13,116.078730178227,124255532
2012-10-05,146.91,147.16,145.7,146.14,116.086673703182,124661611
2012-10-08,145.6,146.12,145.31,145.64,115.689497455395,78257959
2012-10-09,145.53,145.65,144.15,144.2,114.545629861769,148520522
2012-10-10,144.18,144.32,143.09,143.28,113.814825565841,123906096
2012-10-11,144.28,144.49,143.33,143.36,113.878373765487,123539819
2012-10-12,143.46,143.95,142.58,142.89,113.505028092567,124063714
2012-10-15,143.23,144.23,142.77,144.08,114.4503075623,107448207
2012-10-16,144.76,145.64,144.66,145.54,115.610062205838,108612021
2012-10-17,145.64,146.32,145.42,146.2,116.134334852917,128757819
2012-10-18,145.82,146.52,145.33,145.82,115.832480904599,147982555
2012-10-19,145.55,145.56,143.05,143.39,113.902204340354,185459471
2012-10-22,143.15,143.67,142.28,143.41,113.918091390265,125401781
2012-10-23,141.86,142.06,140.83,141.42,112.337329924073,191909488
2012-10-24,141.93,142.1,140.8,141.02,112.019588925844,119929435
2012-10-25,142.02,142.28,140.57,141.43,112.345273449029,134167644
2012-10-26,141.3,141.84,140.39,141.35,112.281725249383,146001865
2012-10-31,141.85,142.03,140.68,141.35,112.281725249383,103253290
2012-11-01,141.65,143.01,141.52,142.83,113.457366942832,100929973
2012-11-02,143.68,143.72,141.41,141.56,112.448539273453,137651914
2012-11-05,141.35,142.17,140.93,141.85,112.67890149717,98318459
2012-11-06,142.28,143.52,142.13,142.96,113.560632767257,106563909
2012-11-07,141.66,141.68,139.06,139.72,110.986930681597,263929703
2012-11-08,139.7,140.41,137.93,138.04,109.652418489033,181351566
2012-11-09,137.62,139.44,137.55,138.16,109.747740788502,200950904
2012-11-12,138.59,138.81,137.96,138.27,109.835119563015,97301953
2012-11-13,137.54,139.25,137.36,137.79,109.45383036514,122818991
2012-11-14,138.21,138.43,135.62,135.93,107.976334723372,191349976
2012-11-15,135.98,136.49,135.18,135.7,107.79363364939,177963481
2012-11-16,135.9,136.64,134.7,136.37,108.325849821424,239316080
2012-11-19,137.9,139.15,136.41,139.13,110.518262709209,151289828
2012-11-20,138.91,139.42,138.08,139.19,110.565923858943,119410788
2012-11-21,139.31,139.57,139.03,139.45,110.772455507792,81542659
2012-11-23,140.13,141.4,140.04,141.35,112.281725249383,65409145
2012-11-26,140.65,141.36,140.19,141.05,112.043419500711,99649879
2012-11-27,140.91,141.39,140.24,140.33,111.471485703897,127850321
2012-11-28,139.76,141.54,139.0,141.46,112.369104023896,176637479
2012-11-29,141.99,142.51,141.37,142.12,112.893376670975,150798733
2012-11-30,142.14,142.42,141.66,142.15,112.917207245842,136298627
2012-12-03,142.8,142.92,141.34,141.45,112.36116049894,124385047
2012-12-04,141.44,141.87,140.87,141.25,112.202289999826,126623508
2012-12-05,141.37,142.16,140.37,141.5,112.400878123719,147129404
2012-12-06,141.37,142.04,141.16,141.98,112.782167321595,103086256
2012-12-07,142.53,142.69,141.67,142.41,113.123738894691,108661551
2012-12-10,142.21,142.81,142.15,142.47,113.171400044426,98424357
2012-12-11,143.06,144.11,142.99,143.44,113.941921965133,152344305
2012-12-12,144.0,144.55,143.31,143.51,113.997526639823,146740002
2012-12-13,143.42,143.83,142.27,142.63,113.298496443718,135280737
2012-12-14,142.32,142.58,141.88,142.1,112.877489621063,137650387
2012-12-17,142.47,143.85,142.43,143.77,114.204058288672,143176435
2012-12-18,144.0,145.5,143.79,145.37,115.47502228159,177579280
2012-12-19,145.53,145.58,144.24,144.29,114.61712158637,150656553
